climateConceptId;stringRepresentation;incomingConnections (climateConceptIds);outgoingConnections (climateConceptIds);x;y;sourceUrls;sourceOriginalTexts
2697519334;increase_[]_humans_existence;[];[729013976];1611;1915;[https://earthtosky.org/climate-change-categories?tmpl=component&article_id=78];[http://www.nasa.gov/topics/earth/features/wildfires.html> Experts in the field of climate change and biomass burning programs from NASA explained that wildfires are a result of climate change, are frequently caused by humans and that different areas are affected with varying intensity.]
954073732;increase_[]_income_disparity;[];[3412616028];2175;-595;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[When Butler and Gates (2012) studied income disparity in East African cattle herders, they discovered that resource asymmetries caused by extreme and adverse weather contribute to conflict in the region.]
3242820357;increase_['big', 'industrial dairy']_farming_existence;[];[2253339172];1859;1793;[https://www.vox.com/energy-and-environment/2020/2/14/21131109/california-natural-gas-renewable-socalgas];[It’s the big, industrial dairy farms that are responsible for 55 percent of the state’s methane emissions.]
2052751742;decrease_[]_ice sheet_melting occurrence;[548405745];[];-1327;-725;[https://www.nytimes.com/2019/06/17/climate/greenland-ice-sheet-melting.html];[But day-to-day conditions in the Arctic can vary, and by Saturday somewhat cooler air led to reduced melting of about 215,000 square miles, according to the National Snow and Ice Data Center, in Boulder,]
3803806258;increase_[]_population_levels;[];[419252930];1768;1967;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[Such actions include reducing greenhouse gas emissions, which reduces the speed and magnitude of climate change, and the use of better population control (given that most of the increase in population in the next decade is expected to take place in developing countries, with huge increases in greenhouse gas emissions as a result).]
1670312926;increase_[]_gas_diffusion;[1894972368];[];561;-591;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[The thickening of the alveolocapillary membrane alters the gas diffusion, inducing hypoxemia.]
2080423682;increase_[]_heat stroke_succumbing;[47491795];[3073149528];744;-1236;[http://www.climatesciencewatch.org/2019/06/28/as-climate-change-creates-a-true-public-health-emergency-trump-administration-quashes-federal-climate-program-and-exiles-its-director/];[As summers get hotter and hotter, high school football players are increasingly at risk of succumbing to heat stroke and dying during summer practice – about three players a year, on average.]
1372718805;increase_[]_rivers_flooding;[1834622909];[3122390042];904;318;[https://www.nytimes.com/2019/05/31/us/army-corps-engineers-midwest-floods.html];[Most of the evening he was on the defensive, as the Corps has been throughout the extraordinary spring deluge that has flooded rivers from Oklahoma to Louisiana, overtopping levees and forcing the federal agency into the position of choosing which communities will be inundated with water its dams can no longer hold.]
1059115680;increase_['human-caused']_disruptions_occurrence;[];[6143408];2135;1059;[https://www.pbs.org/wgbh/nova/article/animal-adaptation-climate-change/];[Despite the study’s relatively narrow scope, the authors argue that the results likely apply to other creatures, including those rare and vulnerable species already imperiled by habitat fragmentation, pollution, and other human-caused disruptions.]
3873225645;increase_['warm ocean']_water_influx;[];[2739167119, 2971988249];3576;583;[https://www.washingtonpost.com/graphics/2019/lifestyle/magazine/climate-change-covers/];[Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades.]
3446768075;increase_['ciguatera']_poisoning_occurrence;[988352036];[];241;-375;[http://www.bbc.com/travel/story/20200129-how-climate-change-poisons-our-food];[According to Dr Mindy Richlen, a research specialist at Woods Hole Oceanographic Institution who studies harmful algal blooms, ciguatera poisoning comes from eating fish contaminated with ciguatoxins, which come from a tropical dinoflagellate (tiny single-cell organism) that lives on microalgae growing, mostly, on dead coral.]
3408385387;increase_[]_building_damage;[3537399614, 3380046965];[];2263;-370;[https://blogs.ei.columbia.edu/2019/06/03/floods-infrastructure-climate-change/];[Massive damage has resulted from our development patterns, aging and no longer adequate flood control infrastructure and extreme weather exacerbated by climate change.]
1263866963;increase_['legal']_repression_amount;[252408694];[];1799;-1367;[https://www.huffpost.com/entry/report-environment-activists-killed_n_5cb5f7dfe4b098b9a2db040f];[She also noted, “Since the Dakota Pipeline protests took off, we’ve seen a resurgence of references to ‘eco-terrorism,’” which stokes fear, retaliation and legal repression.]
3537399614;increase_[]_development_patterns;[];[3408385387];211;557;[https://blogs.ei.columbia.edu/2019/06/03/floods-infrastructure-climate-change/];[Massive damage has resulted from our development patterns, aging and no longer adequate flood control infrastructure and extreme weather exacerbated by climate change.]
4263227315;increase_['hurricane-related']_disaster relief_risk;[1599844502];[];1821;-231;[https://www.eesi.org/files/IssueBrief_Climate_Change_Security_Implications.pdf];[These risks are crop insurance, health care, wildfire suppression, hurricane-related disaster relief, and federal facility flood risk, all of which are anticipated to cost billions of dollars more by the end of the century due to the impacts of climate change.23]
3900743265;decrease_['individual', 'societal']_health_condition;[269436326, 237358104];[];362;33;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[The cumulative and interactive effects of climate change, as well as the threat and perception of climate change, adversely impact individual and societal health, mental health, and well-being.]
961892557;increase_[]_cholera_cases;[1816517590];[];761;-397;[https://nypost.com/2019/05/03/more-than-1-million-children-affected-by-mozambique-cyclones/];[Last month Cyclone Idai struck central Mozambique, killing more than 600 people and leading to thousands of cases of cholera and malaria.]
1075497938;increase_['alpine']_tourism_consequences;[1609996753];[];2685;-370;[https://www.connect4climate.org/sites/default/files/files/publications/Sport_and_climate_report.pdf];[Warmer temperatures lead to less snowfall, with consequences for ski seasons, alpine tourism, and athletic training.]
204604569;increase_['hot', 'windless']_days_occurrence;[];[3765026771];1933;494;[https://www.civilbeat.org/2019/08/climate-change-is-making-hawaiis-beaches-more-dangerous/];[Fletcher also has concerns about more hot, windless days leading to serious health issues or even death, as other parts of the world have experienced.]
385872606;increase_[]_migration_frequency;[2863053674];[];2055;-963;[https://www.eesi.org/files/IssueBrief_Climate_Change_Security_Implications.pdf];[Although struggles over water resources are not a new occurrence, climate change will only intensify and increase the frequency of such issues—similar to migration.]
1816517590;increase_[]_cyclone_occurrence;[];[1185121530, 2914585234, 961892557, 117898789];3122;471;[https://nypost.com/2019/05/03/more-than-1-million-children-affected-by-mozambique-cyclones/];[Last month Cyclone Idai struck central Mozambique, killing more than 600 people and leading to thousands of cases of cholera and malaria.]
2082793064;increase_['banana']_crop_damage;[1946893375];[];3421;-683;[https://phys.org/news/2019-05-banana-disease-boosted-climate.html];[Climate change has raised the risk of a fungal disease that ravages banana crops, new research shows.]
1655864598;increase_[]_water_supply;[];[890856297];712;217;[https://www.eesi.org/files/IssueBrief_Climate_Change_Security_Implications.pdf];[Another major impact of climate change on the international stage will be on water supply and the increased likelihood of intra- and inter-state conflict over this finite resource.]
2948959741;increase_[]_hurricane_rapid intensification occurrence;[4235334539];[];3056;511;[https://insideclimatenews.org/american-climate/essay/hurricane-climate-change];[Scientists have a medium-level of confidence that such rapid intensification of hurricanes will happen more often as the earth gets hotter, Kossin said.]
4215609966;increase_[]_infection_susceptibility;[986427305, 3332229124, 3471779401, 2563820993, 2149999771, 2486841488, 1679286728];[];757;-318;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[Malnutrition, low birth weight, nonexclusive breast-feeding, lack of measles vaccination, outdoor and indoor air pollution and crowding, mother’s education, parental smoking, vitamin A and/or zinc deficiencies are thought to influence children susceptibility to infections in developing countries.]
2698840464;decrease_[]_cognitive function_effectiveness;[3199593528];[];-34;37;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Ranft, U., T. Schikowski, D. Sugiri, J. Krutmann, and U. Kramer, 2009: Long-term exposure to traffic-related particulate matter impairs cognitive function in the elderly.]
1894972368;increase_[]_alveolocapillary membrane_thickness;[];[1670312926];649;-502;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[The thickening of the alveolocapillary membrane alters the gas diffusion, inducing hypoxemia.]
3439657429;increase_['urban']_flood_occurrence;[];[697063782, 1282371930];985;340;[https://www.theguardian.com/cities/2019/aug/20/death-blackouts-melting-asphalt-ways-the-climate-crisis-will-change-how-we-live];[Between 2007 and 2011 alone, urban flooding in Cook County, Illinois, resulted in over 176,000 claims or flood losses at a cost of $660m (£545m).]
3749313334;increase_['wireless']_networks_damage risk;[3411542075];[];2001;-446;[https://www.axios.com/wireless-next-challenge-is-climate-change-16441370-8651-41a0-b2a1-0126228caad4.html];[Wireless companies whose networks are threatened by hurricanes, floods, fires and other extreme weather are rebuilding to withstand repeat disasters and factoring climate change into their long-term planning.]
247568231;increase_['extreme']_climate- and weather-related events_frequency;[];[305867439];2473;598;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Though many of these studies describe the mental health impacts of specific historical events, they demonstrate thetypes of mental health issues that will continue to arise as climate change leads to increases in the frequency, severity, and duration of extreme climate- and weather-related events such as floods, hurricanes, droughts, and wildfires.17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 41, 50, 51, 68, 70 Strong support is found in a number of recent studies for the potential for climate change-related psychological effects, including grief/bereavement, increased substance use or misuse, and thoughts of suicide.19, 35, 36, 37, 38, 60\nResearch on individual resilience and recovery shows that a majority of individuals psychologically affected by a traumatic event will recover over time.]
1152816384;increase_[]_Hantavirus_outbreak;[3949577968];[];717;-186;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[The threat on global health are highlighted by many previous studies such as one report from Australia about an increased incidence in childhood pneumonia associated with sharp temperature drops from 1 day to the next [10], or the outbreak of Hantavirus, which occurred in Panama in 2000, linked to the increase in rodent population attributed to a substantial increase in rainfall [11].]
2500574818;increase_[]_climate shock_likelihood;[];[1647925056];2460;625;[https://www.americanprogress.org/issues/economy/reports/2019/11/21/477190/climate-change-threatens-stability-financial-system/];[Waiting to act will only increase the likelihood of a climate shock destabilizing the financial system and severely affecting the broader economy.]
1756437579;increase_['desiccated']_soil_amount;[];[723915832, 411788659];2374;346;[https://advances.sciencemag.org/content/6/39/eaaz4571];[Desiccated soils contribute to temperature increase, heat entrainment, and deepening of the atmospheric boundary layer.]
794325963;increase_['municipal']_infrastructure_damage;[626203974];[];1495;-343;[https://www.wired.com/story/for-the-midwest-epic-flooding-is-the-face-of-climate-change/];[Besides all the damage to homes, businesses, and municipal infrastructure, increasingly frequent flooding events in the Midwest would have a huge impact on the nation’s ability to produce food.]
1602056034;increase_['natural']_catastrophes_occurrence;[];[2823888342, 2308901447];2456;611;[https://www.spglobal.com/ratings/en/research/articles/190909-climate-change-can-banks-weather-the-effects-11139468];[Physical risks include the direct financial and operational implications for organizations from natural catastrophes as well as long-term climate change.]
1284488539;increase_['internal']_corrosion_occurrence;[];[760436178];257;-321;[https://www.nytimes.com/2019/07/27/opinion/sunday/mosquitoes-malaria-zika-history.html];[Internal corrosion induces vomit of blood, the color of coffee grounds, giving rise to the Spanish name for yellow fever, vómito negro (black vomit), which is sometimes followed by death.]
2801310426;increase_[]_hurricane_destruction;[355603861];[];3229;107;[https://yaleclimateconnections.org/2019/07/how-climate-change-is-making-hurricanes-more-dangerous/];[There’s now evidence that the unnatural effects of human-caused global warming are already making hurricanes stronger and more destructive.]
1749972635;increase_[]_financial_tolls;[1175437479];[];2596;-559;[https://www.ucsusa.org/resources/hurricanes-and-climate-change];[As a result of coastal development, storms are exacting rising financial tolls.]
3549044348;increase_[]_atmosphere_moisture;[];[108421104];779;601;[https://www.nature.com/articles/s41612-019-0074-8];[Increased atmospheric moisture enhances the likelihood of extreme rainfall events of all types.17,18 Close to the center of a TC, the increases in rain rate can reach 10% per degree C of warming in some model projections,19 exceeding the 7% dictated by the Clausius-Clapeyron relationship.]
419252930;increase_['greenhouse']_gas_emissions;[3803806258];[448562339, 2428380153, 1408955501, 3064021550, 2261956420];2270;1336;[https://www.businessinsider.com/effects-of-climate-change-2014-6];[The greenhouse gas emissions that drive warming "now substantially exceed the highest concentrations recorded in ice cores during the past 800,000 years," the IPCC said.]
1456806804;increase_['shale']_oil_economic growth;[];[1073918139];1601;1783;[https://www.nytimes.com/2019/10/16/climate/natural-gas-flaring-exxon-bp.html];[The analysis provides one of the clearest pictures to date of the companies behind the vast emissions of natural gas that have resulted from America’s shale oil boom, fueled by the use of hydraulic fracturing, or fracking, to unlock fossil fuels from shale rock.]
2149999771;increase_['zinc', 'vitamin A']_micronutrient_deficiency;[];[4215609966];295;-18;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[Malnutrition, low birth weight, nonexclusive breast-feeding, lack of measles vaccination, outdoor and indoor air pollution and crowding, mother’s education, parental smoking, vitamin A and/or zinc deficiencies are thought to influence children susceptibility to infections in developing countries.]
2601716719;increase_[]_medicine_efficacy;[];[1647953974];-905;-599;[http://theconversation.com/will-climate-change-cause-humans-to-go-extinct-117691];[Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases).]
1814094053;decrease_[]_climate change_speed;[3326071119, 2744872556];[];-1082;-587;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[Such actions include reducing greenhouse gas emissions, which reduces the speed and magnitude of climate change, and the use of better population control (given that most of the increase in population in the next decade is expected to take place in developing countries, with huge increases in greenhouse gas emissions as a result).]
3446346762;increase_[]_water_volume;[1310880755];[2970002702];3902;753;[https://www.cnn.com/2019/12/16/world/london-sea-level-climate-change-intl-gbr/index.html];[That means we will likely see a meter of sea level rise by 2100, from a combination of warmer water, which expands, and melting ice sheets in Greenland and Antarctica.]
4228771091;increase_[]_misinformation_occurrence;[];[2124459949];-35;281;[https://web.stanford.edu/~gentzkow/research/fake-news-trends.pdf];[Although the political process has a long history of misinformation and popular misperceptions, misinformation on social media has caused widespread alarm in recent years]
2461848133;increase_['federal facility']_flood_risk;[1599844502];[];880;-17;[https://www.eesi.org/files/IssueBrief_Climate_Change_Security_Implications.pdf];[These risks are crop insurance, health care, wildfire suppression, hurricane-related disaster relief, and federal facility flood risk, all of which are anticipated to cost billions of dollars more by the end of the century due to the impacts of climate change.23]
1593860680;decrease_[]_wind_shear;[];[461673040];3266;451;[https://yaleclimateconnections.org/2019/07/how-climate-change-is-making-hurricanes-more-dangerous/];[This weakening of wind shear is likely to result in more rapid intensification of storms as they near landfall.]
724883391;increase_[]_greenhouse gas_emissions;[1910340826, 1772046654, 1175880773, 2071104489, 425019476];[2931071050, 2261956420];2234;1366;[https://www.eia.gov/energyexplained/coal/coal-and-the-environment.php];[Emissions from burning coal]
1107686733;increase_[]_flood_frequency;[];[305867439];851;334;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Though many of these studies describe the mental health impacts of specific historical events, they demonstrate thetypes of mental health issues that will continue to arise as climate change leads to increases in the frequency, severity, and duration of extreme climate- and weather-related events such as floods, hurricanes, droughts, and wildfires.17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 41, 50, 51, 68, 70 Strong support is found in a number of recent studies for the potential for climate change-related psychological effects, including grief/bereavement, increased substance use or misuse, and thoughts of suicide.19, 35, 36, 37, 38, 60\nResearch on individual resilience and recovery shows that a majority of individuals psychologically affected by a traumatic event will recover over time.]
1676904153;increase_['extreme']_heat_exposure;[2039271593, 711527506, 1637169655];[1967557112];1061;-231;[https://www.mdpi.com/2225-1154/8/1/12/htm];[The increasing intensity, duration, and frequency of heat waves due to human-caused climate change puts historically underserved populations in a heightened state of precarity, as studies observe that vulnerable communities—especially those within urban areas in the United States—are disproportionately exposed to extreme heat.]
3055697328;increase_['extremely dry']_weather_condition;[];[1973547783];2348;365;[https://www.nytimes.com/2019/10/31/dining/drinks/napa-valley-wine-climate-change.html];[Wildfires, sparked by high winds and extremely dry conditions, are threatening Northern California wine country.]
1685371715;increase_['housed on site']_waste_release;[2970002702, 723915832];[];1437;25;[https://www.washingtonpost.com/politics/2019/06/11/congress-worries-that-climate-change-will-force-us-pay-foreign-governments-millions-heres-why/];[These are secondary environmental problems — such as damage to infrastructure or the release of chemicals or waste housed on site — that can manifest when temperatures and sea levels rise.]
4019403902;increase_['hot']_pavement_occurrence;[];[3064021550];2117;587;[https://www.cdc.gov/climateandhealth/pubs/extreme-heat-guidebook.pdf];[Hot pavement also transfers heat to the surrounding air, adding to the urban heat island effect.]
467324678;increase_['air']_pollution_exposure;[];[4257194546];-793;315;[https://hbbf.org/sites/default/files/documents/2018-06/LinkFossilFuelsNeurologicalHarm_04-06-18_v2.pdf];[Scientists and health professionals have long known that exposure to air pollution causes respiratory damage, such as asthma.]
2446025127;increase_['housed on site']_chemicals_release;[2970002702, 723915832];[];106;-574;[https://www.washingtonpost.com/politics/2019/06/11/congress-worries-that-climate-change-will-force-us-pay-foreign-governments-millions-heres-why/];[These are secondary environmental problems — such as damage to infrastructure or the release of chemicals or waste housed on site — that can manifest when temperatures and sea levels rise.]
1092714380;increase_['human-made']_CO2_growth;[];[1159391981];2040;1251;[https://eos.org/features/how-will-climate-change-affect-the-united-states-in-decades-to-come];[Continued growth in human-made emissions of CO2 over this century and beyond would lead to an atmospheric concentration not experienced in tens to hundreds of millions of years.]
1760473057;increase_['severe']_wildfire_occurrence;[];[2950023856];1756;205;[https://eos.org/articles/invisible-wildfire-smoke-has-visible-health-impacts];[Severe wildfires, like the recent Camp fire in Paradise, Calif., have been increasing across the West, devastating nearby communities.]
2046886029;increase_['anthropogenic']_climate change_occurrence;[];[1764131288];2050;934;[http://science.sciencemag.org/content/341/6151/1235367];[Given the large potential changes in precipitation and temperature regimes projected for the coming decades—with locations throughout the inhabited world expected to warm by 2 to 4 SDs by 2050—amplified rates of human conflict could represent a large and critical social impact of anthropogenic climate change in both low-]
3400525269;increase_['tropical']_dinoflagellate_amount;[];[988352036];4867;158;[http://www.bbc.com/travel/story/20200129-how-climate-change-poisons-our-food];[According to Dr Mindy Richlen, a research specialist at Woods Hole Oceanographic Institution who studies harmful algal blooms, ciguatera poisoning comes from eating fish contaminated with ciguatoxins, which come from a tropical dinoflagellate (tiny single-cell organism) that lives on microalgae growing, mostly, on dead coral.]
1372325355;increase_['autumn']_rain_occurrence;[];[3226666986];1025;473;[https://www.nytimes.com/2020/09/11/climate/california-smoke-wildfires.html];[Normally, Dr. Swain said, what finally extinguishes the fires are autumn rains and snowfall, which historically come in October or November.]
3971570542;increase_[]_hurricane_duration;[];[305867439];3158;397;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Though many of these studies describe the mental health impacts of specific historical events, they demonstrate thetypes of mental health issues that will continue to arise as climate change leads to increases in the frequency, severity, and duration of extreme climate- and weather-related events such as floods, hurricanes, droughts, and wildfires.17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 41, 50, 51, 68, 70 Strong support is found in a number of recent studies for the potential for climate change-related psychological effects, including grief/bereavement, increased substance use or misuse, and thoughts of suicide.19, 35, 36, 37, 38, 60\nResearch on individual resilience and recovery shows that a majority of individuals psychologically affected by a traumatic event will recover over time.]
3478749249;increase_[]_health care_cost;[1599844502];[];958;-462;[https://www.eesi.org/files/IssueBrief_Climate_Change_Security_Implications.pdf];[These risks are crop insurance, health care, wildfire suppression, hurricane-related disaster relief, and federal facility flood risk, all of which are anticipated to cost billions of dollars more by the end of the century due to the impacts of climate change.23]
1694421885;increase_['urgent']_mitigation_ambition;[];[2744872556];-995;-425;[https://www.zdnet.com/article/ai-can-fight-climate-change-but-theres-a-catch-optimization-doesnt-automatically-equal-emissions-reduction/];[A report last year by the Intergovernmental Panel on Climate Change of the United Nations started that "without increased and urgent mitigation ambition in the coming years, leading to a sharp decline in greenhouse gas emissions by 2030, global warming will surpass 1.5°C in the following decades, leading to irreversible loss of the most fragile ecosystems, and crisis after crisis for the most vulnerable people and societies."]
3813323042;increase_[]_community_cohesion;[2893162789];[];-451;-650;[https://www.connect4climate.org/sites/default/files/files/publications/Sport_and_climate_report.pdf];[Participation in sport improves mental and physical health,1 enhances community cohesion and well-being,2 and contributes significantly to employment.3]
1159391981;increase_[]_CO2_atmospheric concentration;[3715595031, 1092714380];[];2183;1217;[https://eos.org/features/how-will-climate-change-affect-the-united-states-in-decades-to-come];[Continued growth in human-made emissions of CO2 over this century and beyond would lead to an atmospheric concentration not experienced in tens to hundreds of millions of years.]
3226666986;increase_[]_fire_total extinguation;[1372325355, 3943732583];[];1834;20;[https://www.nytimes.com/2020/09/11/climate/california-smoke-wildfires.html];[Normally, Dr. Swain said, what finally extinguishes the fires are autumn rains and snowfall, which historically come in October or November.]
3643389326;increase_['water']_vapor_amount;[723716311];[];908;643;[https://e360.yale.edu/features/why-clouds-are-the-key-to-new-troubling-projections-on-warming];[A second is the additional water vapor likely in a future atmosphere as higher temperatures cause more evaporation from land and ocean.]
3122390042;increase_[]_levee_overtopping;[1372718805];[843252885];878;108;[https://www.nytimes.com/2019/05/31/us/army-corps-engineers-midwest-floods.html];[Most of the evening he was on the defensive, as the Corps has been throughout the extraordinary spring deluge that has flooded rivers from Oklahoma to Louisiana, overtopping levees and forcing the federal agency into the position of choosing which communities will be inundated with water its dams can no longer hold.]
3499363686;increase_[]_stress_amount;[352074513];[];812;-737;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[The impacts of more frequent and intense weather events result in increased stress for responders and threaten their overall mental health and well-being.37, 177, 180People Who Are Homeless\nAbout 30% of people who are chronically homeless suffer from some form of mental illness.181]
695535092;increase_[]_hurricane_damage;[1175437479];[];3314;85;[https://yaleclimateconnections.org/2019/07/how-climate-change-is-making-hurricanes-more-dangerous/];[Assessing the risk from both wind and storm surge, the author of a 2017 paper concludes: “In combination, climate change and coastal development will cause hurricane damage to increase faster than the U.S. economy is expected to grow.]
4059557773;increase_[]_infection_progression rate;[2623407467];[];336;-669;[https://publicintegrity.org/environment/hidden-epidemics/vibrio-deadly-bacteria-coastal-waters-climate-change-health/];[For Clinton, the North Carolinian whose V. vulnificus exposure came from bagging raw shrimp, the infection progressed quickly because of chronic health ailments, including diabetes and a heart condition, medical records show.]
676867634;increase_['psychosocial']_stress_amount;[];[633558448, 4072172012];792;-723;[https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3359893/];[Known or potential EL risk factors for disparities in asthma or asthma morbidity include cigarette smoking and environmental tobacco smoke (ETS), prematurity or low birth weight, allergen exposure, indoor and outdoor air pollution, diet, obesity, vitamin D insufficiency, viral respiratory infections (e.g., due to crowding), psychosocial stress, and poor adherence with prescribed treatment.]
2486841488;decrease_['mother’s']_education_extent;[];[4215609966];-116;24;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[Malnutrition, low birth weight, nonexclusive breast-feeding, lack of measles vaccination, outdoor and indoor air pollution and crowding, mother’s education, parental smoking, vitamin A and/or zinc deficiencies are thought to influence children susceptibility to infections in developing countries.]
4073110571;increase_['extreme']_climate- and weather-related events_duration;[];[305867439];2461;626;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Though many of these studies describe the mental health impacts of specific historical events, they demonstrate thetypes of mental health issues that will continue to arise as climate change leads to increases in the frequency, severity, and duration of extreme climate- and weather-related events such as floods, hurricanes, droughts, and wildfires.17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 41, 50, 51, 68, 70 Strong support is found in a number of recent studies for the potential for climate change-related psychological effects, including grief/bereavement, increased substance use or misuse, and thoughts of suicide.19, 35, 36, 37, 38, 60\nResearch on individual resilience and recovery shows that a majority of individuals psychologically affected by a traumatic event will recover over time.]
3910111755;increase_[]_rain_deficiency;[];[440109886];2408;396;[https://www.pbs.org/newshour/show/climate-change-is-killing-crops-in-honduras-and-driving-farmers-north];[According to the U.N.'s Food and Agriculture Organization, there's been a surge of migration from rural areas in Honduras, where farmers lost an estimated 82 percent of corn and bean crops last year from lack of rain.]
298638523;decrease_[]_nonfarm_productivity;[1207240986, 4138482225];[];2494;-679;[https://www.businessinsider.com/heat-wave-effects-on-economic-productivity-2019-7];[They did find, however, that nonfarm productivity also tended to decline at higher temperatures, most likely from workers in temperature-sensitive occupations working outdoors or in buildings exposed to outdoor temperatures needing to take more breaks or work more slowly.]
626203974;increase_[]_flood_events;[];[1185121530, 2578464330, 794325963, 3319835179];906;302;[https://www.wired.com/story/for-the-midwest-epic-flooding-is-the-face-of-climate-change/];[Besides all the damage to homes, businesses, and municipal infrastructure, increasingly frequent flooding events in the Midwest would have a huge impact on the nation’s ability to produce food.]
2472159188;increase_['elemental lead (Pb)']_particulate_amount;[1356127286];[];-989;777;[https://gardner.utah.edu/wp-content/uploads/Utah-Roadmap-Public-Draft.pdf];[(Nitrous Oxide)—A clear non-flammable gas that has 300 times the global warming power of CO2; the majority of the N2O emissions are man-made n NOX (Nitrogen Dioxide and Nitric Acid)—Gases from the combustion of fossil fuels; react in the atmosphere to form O3, PM2 .5, and PM10 n Pb (Lead)—Elemental particulate coming primarily from leaded fuel n PM2.5—Particles with a diameter of 2 .5 micrometers or less coming from dust, smoke and soot, or formed from chemical reactions in the atmosphere n PM10—Particles with a diameter of 10 micrometers or less (includes PM2 .5)]
3208505622;increase_[]_photosynthesis_rates;[2522704962];[2287990377];93;852;[https://www.scientificamerican.com/article/what-climate-change-does-to-the-human-body/];[For example, apart from contributing to global warming, rising carbon dioxide levels increase the amount of pollen that plants produce as a consequence of higher rates of photosynthesis.]
2745082887;increase_[]_inequality_severity risk;[3139379297, 413639809, 3741110601, 1686049628, 289798975];[];2239;-580;[https://www.fastcompany.com/90386051/homelessness-is-already-a-crisis-but-climate-change-makes-it-much-worse];[And as extreme weather events like the Camp Fire and Hurricane Maria, which destroyed nearly 200,000 homes in Texas, become both more frequent and more intense, they threaten to worsen inequality and housing instability.]
2752199693;increase_['human-induced']_climate change_occurrence;[];[2428380153, 1631443205];2136;1086;[https://www.sciencedaily.com/releases/2020/01/200102143401.htm];[at Stony Brook University, and published in Science Advances, found that Hurricane Florence produced more extreme rainfall and was spatially larger due to human-induced climate change.]
1121142475;decrease_['single-use']_plastic_production;[2829355890, 153975024];[153975024, 2829355890, 2783643157];-459;-748;[https://www.surfrider.org/coastal-blog/entry/the-link-between-fossil-fuels-single-use-plastics-and-climate-change];[This makes the fight against single-use plastic pollution more compelling and holistic, realizing that good choices in renewable energy and climate friendly decisions may also help reduce single-use plastic production and pollution, and vice versa.]
2328891141;increase_['energy-efficient']_light bulb_installation;[];[3511741555];-152;-829;[https://www.nytimes.com/2019/06/19/climate/dont-do-just-one-thing.html];[That’s when the sense of satisfaction from a good deed — say, installing that energy-efficient light bulb — diminishes or eliminates the sense of urgency around the greater problem.]
2101302250;increase_[]_retaliation_amount;[252408694];[];1412;-1069;[https://www.huffpost.com/entry/report-environment-activists-killed_n_5cb5f7dfe4b098b9a2db040f];[She also noted, “Since the Dakota Pipeline protests took off, we’ve seen a resurgence of references to ‘eco-terrorism,’” which stokes fear, retaliation and legal repression.]
1834622909;increase_[]_deluge_occurrence;[];[1372718805];833;360;[https://www.nytimes.com/2019/05/31/us/army-corps-engineers-midwest-floods.html];[Most of the evening he was on the defensive, as the Corps has been throughout the extraordinary spring deluge that has flooded rivers from Oklahoma to Louisiana, overtopping levees and forcing the federal agency into the position of choosing which communities will be inundated with water its dams can no longer hold.]
3326071119;increase_[]_population control_effectiveness;[];[1038969192, 1814094053];-919;-516;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[Such actions include reducing greenhouse gas emissions, which reduces the speed and magnitude of climate change, and the use of better population control (given that most of the increase in population in the next decade is expected to take place in developing countries, with huge increases in greenhouse gas emissions as a result).]
